Q_K_V,Q_mul_k,A_mul_V,Wo_proj,W1_proj,W2_proj,Softmax,Layernorm,GeLU,Allreduce
0.0028481276595744677,0.00010470070921985815,0.00013277375886524824,0.0009493758865248227,0.003709478014184397,0.0036640652482269505,0.0003323517730496454,7.06581560283688e-05,0.0001711916595744681,0
